contract_no,cust_id,snapshot_date_d0,snapshot_date_dn,risk_segment_d0,risk_segment_dn,recovery_score_d0,recovery_score_dn,dpd_current_d0,dpd_current_dn,nba_recommendation_d0,nba_recommendation_dn,priority_level_d0,priority_level_dn,total_ots_d0,total_ots_dn,recovery_score_delta,dpd_delta,segment_changed,nba_changed
CTR-00187-1,CUST-00187,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.4858,0.5151,281,311,Visit,Deskcoll,Critical,High,26424000.0,24956000.0,0.029299999999999993,30,True,True
CTR-00189-1,CUST-00189,2026-08-01,2026-08-31,Can Pay,Can Pay,0.7347,0.6514,258,288,Visit,Visit,Medium,Medium,6492000.0,6492000.0,-0.08330000000000004,30,False,False
CTR-00189-2,CUST-00189,2026-08-01,2026-08-31,Can Pay,Can Pay,0.6507,0.9045,650,680,Deskcoll,Deskcoll,Low,Low,3289000.0,3289000.0,0.2538,30,False,False
CTR-00190-1,CUST-00190,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.0847,0.6439,314,344,Somasi,Deskcoll,Critical,Medium,8591000.0,8591000.0,0.5592,30,True,True
CTR-00190-2,CUST-00190,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.3035,0.396,511,541,Visit,Visit,High,High,12975000.0,12456000.0,0.09250000000000003,30,False,False
CTR-00191-1,CUST-00191,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0943,0.1062,156,186,Somasi,Somasi,Critical,Critical,14384000.0,14384000.0,0.011900000000000008,30,False,False
CTR-00192-1,CUST-00192,2026-08-01,2026-08-31,Can Pay,Cannot Pay,0.5109,0.3989,334,364,Deskcoll,Visit,Medium,High,11950000.0,11950000.0,-0.11200000000000004,30,True,True
CTR-00193-1,CUST-00193,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2826,0.2624,253,283,Pickup,Pickup,Critical,Critical,21488000.0,21488000.0,-0.020199999999999996,30,False,False
CTR-00193-2,CUST-00193,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.18,0.1999,182,212,Pickup,Pickup,Critical,Critical,27135000.0,27135000.0,0.0199,30,False,False
CTR-00194-1,CUST-00194,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1616,0.1402,219,249,Pickup,Pickup,Critical,Critical,27104000.0,27104000.0,-0.021400000000000002,30,False,False
CTR-00194-2,CUST-00194,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.4782,0.423,280,310,Visit,Visit,Critical,Critical,32340000.0,32340000.0,-0.05520000000000003,30,False,False
CTR-00194-3,CUST-00194,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2223,0.2192,456,486,Pickup,Pickup,Critical,Critical,52734000.0,52734000.0,-0.0030999999999999917,30,False,False
CTR-00195-1,CUST-00195,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0701,0.0762,220,250,Somasi,Somasi,Critical,Critical,8232000.0,8232000.0,0.006100000000000008,30,False,False
CTR-00196-1,CUST-00196,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1661,0.2412,290,320,Somasi,Somasi,Critical,Critical,10790000.0,10790000.0,0.0751,30,False,False
CTR-00197-1,CUST-00197,2026-08-01,2026-08-31,Won't Pay,Cannot Pay,0.2771,0.3116,103,133,Somasi,Deskcoll,Critical,High,20080000.0,15060000.0,0.034499999999999975,30,True,True
CTR-00198-1,CUST-00198,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1387,0.2741,246,276,Somasi,Somasi,Critical,Critical,28095000.0,24349000.0,0.13540000000000002,30,False,False
CTR-00199-1,CUST-00199,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1658,0.2662,177,207,Somasi,Somasi,Critical,Critical,10556000.0,10556000.0,0.10039999999999999,30,False,False
CTR-00200-1,CUST-00200,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0598,0.058,387,417,Somasi,Somasi,Critical,Critical,9252000.0,8738000.0,-0.001799999999999996,30,False,False
CTR-00201-1,CUST-00201,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.08,0.0768,755,785,Somasi,Somasi,Critical,Critical,8398000.0,7106000.0,-0.0032000000000000084,30,False,False
CTR-00201-2,CUST-00201,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2822,0.2621,272,302,Somasi,Somasi,Critical,Critical,11600000.0,11020000.0,-0.020100000000000007,30,False,False
CTR-00201-3,CUST-00201,2026-08-01,2026-08-31,Can Pay,Can Pay,0.5768,0.5474,182,212,Visit,Visit,Medium,Medium,13832000.0,13832000.0,-0.02939999999999998,30,False,False
CTR-00202-1,CUST-00202,2026-08-01,2026-08-31,Can Pay,Can Pay,0.0893,0.0869,0,0,WA,WA,Low,Low,4416000.0,3312000.0,-0.0023999999999999994,0,False,False
CTR-00203-1,CUST-00203,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2297,0.1441,162,192,Somasi,Somasi,Critical,Critical,24804000.0,24804000.0,-0.08559999999999998,30,False,False
CTR-00204-1,CUST-00204,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2243,0.1913,496,526,Somasi,Somasi,Critical,Critical,8856000.0,8118000.0,-0.033,30,False,False
CTR-00204-2,CUST-00204,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2649,0.1983,419,449,Somasi,Somasi,Critical,Critical,7722000.0,7722000.0,-0.06660000000000002,30,False,False
CTR-00204-3,CUST-00204,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3629,0.2446,177,207,Visit,Visit,High,High,4532000.0,4120000.0,-0.11829999999999999,30,True,False
CTR-00205-1,CUST-00205,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.3483,0.6635,106,136,Deskcoll,Deskcoll,High,Medium,14337000.0,14337000.0,0.3152,30,True,False
CTR-00206-1,CUST-00206,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2683,0.2918,151,181,Somasi,Somasi,Critical,Critical,8589000.0,6135000.0,0.02350000000000002,30,False,False
CTR-00206-2,CUST-00206,2026-08-01,2026-08-31,Can Pay,Can Pay,0.7913,0.8862,146,176,Deskcoll,Deskcoll,Medium,Medium,9230000.0,9230000.0,0.09489999999999998,30,False,False
CTR-00206-3,CUST-00206,2026-08-01,2026-08-31,Won't Pay,Cannot Pay,0.0719,0.3063,453,483,Somasi,Visit,Critical,Critical,12922000.0,12922000.0,0.2344,30,True,True
CTR-00207-1,CUST-00207,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0322,0.0481,446,476,Somasi,Somasi,Critical,Critical,7200000.0,7200000.0,0.015899999999999997,30,False,False
CTR-00208-1,CUST-00208,2026-08-01,2026-08-31,Can Pay,Won't Pay,0.5669,0.2464,807,837,Deskcoll,Somasi,High,Critical,20832000.0,19964000.0,-0.32049999999999995,30,True,True
CTR-00209-1,CUST-00209,2026-08-01,2026-08-31,Won't Pay,Cannot Pay,0.2581,0.4502,247,277,Somasi,Visit,Critical,Critical,28560000.0,28560000.0,0.1921,30,True,True
CTR-00210-1,CUST-00210,2026-08-01,2026-08-31,Can Pay,Can Pay,0.7038,0.6406,306,336,Deskcoll,Deskcoll,Medium,Medium,10065000.0,10065000.0,-0.06320000000000003,30,False,False
CTR-00210-2,CUST-00210,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3271,0.2772,380,410,Visit,Somasi,High,Critical,15960000.0,15960000.0,-0.0499,30,True,True
CTR-00210-3,CUST-00210,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0743,0.1159,329,359,Somasi,Somasi,Critical,Critical,11781000.0,11220000.0,0.0416,30,False,False
CTR-00211-1,CUST-00211,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1262,0.1514,176,206,Somasi,Somasi,Critical,Critical,105588000.0,105588000.0,0.0252,30,False,False
CTR-00212-1,CUST-00212,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.4178,0.7703,374,404,Visit,Deskcoll,High,Medium,6846000.0,6846000.0,0.3525,30,True,True
CTR-00212-2,CUST-00212,2026-08-01,2026-08-31,Can Pay,Cannot Pay,0.5405,0.491,612,642,Deskcoll,Visit,Low,Medium,4411000.0,4411000.0,-0.04949999999999999,30,True,True
CTR-00213-1,CUST-00213,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.4379,0.3423,249,279,Visit,Visit,High,High,17592000.0,17592000.0,-0.09560000000000002,30,False,False
CTR-00214-1,CUST-00214,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.4844,0.4148,251,281,Visit,Visit,Critical,Critical,22490000.0,22490000.0,-0.0696,30,False,False
CTR-00215-1,CUST-00215,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0216,0.128,244,274,Somasi,Somasi,Critical,Critical,62689000.0,62689000.0,0.1064,30,False,False
CTR-00216-1,CUST-00216,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.3347,0.4342,287,317,Visit,Visit,High,High,5775000.0,5775000.0,0.09949999999999998,30,False,False
CTR-00217-1,CUST-00217,2026-08-01,2026-08-31,Won't Pay,Cannot Pay,0.1493,0.4491,171,201,Somasi,Visit,Critical,High,7896000.0,7896000.0,0.2998,30,True,True
CTR-00217-2,CUST-00217,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.2821,0.517,552,582,Visit,Visit,High,Low,3924000.0,3270000.0,0.2349,30,True,False
CTR-00218-1,CUST-00218,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0597,0.0875,203,233,Somasi,Somasi,Critical,Critical,28095000.0,18730000.0,0.02779999999999999,30,False,False
CTR-00219-1,CUST-00219,2026-08-01,2026-08-31,Won't Pay,Cannot Pay,0.1869,0.3534,452,482,Somasi,Visit,Critical,High,8789000.0,7990000.0,0.16649999999999998,30,True,True
CTR-00220-1,CUST-00220,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.4191,0.3724,207,237,Visit,Visit,Critical,Critical,17040000.0,17040000.0,-0.046699999999999964,30,False,False
CTR-00221-1,CUST-00221,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3128,0.2535,496,526,Visit,Somasi,High,Critical,6706000.0,6706000.0,-0.05930000000000002,30,True,True
CTR-00221-2,CUST-00221,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3699,0.0524,473,503,Visit,Somasi,Critical,Critical,8433000.0,7496000.0,-0.3175,30,True,True
CTR-00221-3,CUST-00221,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.025,0.0201,389,419,Somasi,Somasi,Critical,Critical,7890000.0,7364000.0,-0.004900000000000002,30,False,False
CTR-00222-1,CUST-00222,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.1066,0.55,190,220,Visit,Visit,High,Low,4014000.0,4014000.0,0.4434,30,True,False
CTR-00222-2,CUST-00222,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3409,0.2462,217,247,Visit,Somasi,High,Critical,10571000.0,10571000.0,-0.09469999999999998,30,True,True
CTR-00222-3,CUST-00222,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1593,0.139,245,275,Somasi,Somasi,Critical,Critical,8370000.0,8370000.0,-0.020299999999999985,30,False,False
CTR-00223-1,CUST-00223,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1072,0.1206,96,126,Somasi,Somasi,Critical,Critical,30069000.0,30069000.0,0.013399999999999995,30,False,False
CTR-00224-2,CUST-00224,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0266,0.0283,443,473,Visit,Visit,Critical,Critical,4800000.0,4800000.0,0.0017000000000000001,30,False,False
CTR-00224-3,CUST-00224,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.3202,0.5492,560,590,Visit,Deskcoll,High,Medium,7280000.0,7280000.0,0.22900000000000004,30,True,True
CTR-00225-1,CUST-00225,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2599,0.1671,348,378,Somasi,Somasi,Critical,Critical,25137000.0,25137000.0,-0.09280000000000002,30,False,False
CTR-00226-1,CUST-00226,2026-08-01,2026-08-31,Can Pay,Can Pay,0.6304,0.5515,247,277,Deskcoll,Deskcoll,Medium,Medium,6384000.0,6384000.0,-0.07889999999999997,30,False,False
CTR-00227-1,CUST-00227,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.3412,0.6811,534,564,Visit,Deskcoll,Critical,High,20919000.0,20919000.0,0.33990000000000004,30,True,True
CTR-00227-2,CUST-00227,2026-08-01,2026-08-31,Can Pay,Can Pay,0.8476,0.7757,185,215,Deskcoll,Deskcoll,High,High,25010000.0,25010000.0,-0.07190000000000007,30,False,False
CTR-00228-1,CUST-00228,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2275,0.0386,269,299,Visit,Visit,High,Critical,3805000.0,3044000.0,-0.1889,30,False,False
CTR-00229-1,CUST-00229,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0557,0.066,121,151,Somasi,Somasi,Critical,Critical,6743000.0,5517000.0,0.010300000000000004,30,False,False
CTR-00230-1,CUST-00230,2026-08-01,2026-08-31,Can Pay,Can Pay,0.5443,0.5882,487,517,Deskcoll,Deskcoll,Low,Low,1872000.0,1248000.0,0.04389999999999994,30,False,False
CTR-00230-2,CUST-00230,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.2766,0.5961,403,433,Somasi,Deskcoll,Critical,Medium,13200000.0,12375000.0,0.31949999999999995,30,True,True
CTR-00231-1,CUST-00231,2026-08-01,2026-08-31,Can Pay,Can Pay,0.5516,0.7414,475,505,Deskcoll,Deskcoll,Medium,Medium,9288000.0,9288000.0,0.18979999999999997,30,False,False
CTR-00232-1,CUST-00232,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2736,0.2262,849,879,Somasi,Somasi,Critical,Critical,57668000.0,57668000.0,-0.0474,30,False,False
CTR-00233-1,CUST-00233,2026-08-01,2026-08-31,Can Pay,Can Pay,0.663,0.5927,354,384,Deskcoll,Deskcoll,High,High,24270000.0,24270000.0,-0.07030000000000003,30,False,False
CTR-00234-1,CUST-00234,2026-08-01,2026-08-31,Can Pay,Can Pay,0.1231,0.1414,151,181,Deskcoll,WA,Medium,Medium,11214000.0,8722000.0,0.018299999999999997,30,False,True
CTR-00235-1,CUST-00235,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2827,0.244,487,517,Somasi,Somasi,Critical,Critical,7120000.0,7120000.0,-0.03870000000000001,30,False,False
CTR-00235-2,CUST-00235,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2266,0.1921,594,624,Somasi,Somasi,Critical,Critical,7236000.0,7236000.0,-0.0345,30,False,False
CTR-00236-1,CUST-00236,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.3188,0.3417,413,443,Visit,Visit,Critical,Critical,33360000.0,31136000.0,0.02290000000000003,30,False,False
CTR-00237-1,CUST-00237,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1349,0.0783,164,194,Somasi,Somasi,Critical,Critical,8541000.0,7884000.0,-0.0566,30,False,False
CTR-00238-1,CUST-00238,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2243,0.2001,516,546,Visit,Visit,High,High,3575000.0,3575000.0,-0.0242,30,False,False
CTR-00239-1,CUST-00239,2026-08-01,2026-08-31,Can Pay,Can Pay,0.5375,0.6189,538,568,Deskcoll,Deskcoll,Medium,Medium,13772000.0,13772000.0,0.08140000000000003,30,False,False
CTR-00240-1,CUST-00240,2026-08-01,2026-08-31,Won't Pay,Cannot Pay,0.184,0.3377,3,33,Somasi,Deskcoll,Critical,High,6360000.0,3180000.0,0.1537,30,True,True
CTR-00241-1,CUST-00241,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3567,0.1217,193,223,Visit,Visit,High,Critical,5313000.0,4554000.0,-0.23500000000000001,30,True,False
CTR-00242-1,CUST-00242,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.2083,0.3233,442,472,Somasi,Deskcoll,Critical,High,33728000.0,29512000.0,0.11499999999999996,30,True,True
CTR-00243-1,CUST-00243,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.345,0.2723,0,0,Deskcoll,WA,Medium,Low,3556000.0,2667000.0,-0.07269999999999999,0,True,True
CTR-00244-1,CUST-00244,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.2135,0.5969,260,290,Visit,Visit,High,Low,3955000.0,3955000.0,0.38339999999999996,30,True,False
CTR-00244-2,CUST-00244,2026-08-01,2026-08-31,Can Pay,Can Pay,0.6329,0.909,171,201,Visit,Visit,Medium,Medium,11680000.0,11680000.0,0.2761,30,False,False
CTR-00245-1,CUST-00245,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2302,0.1718,712,742,Somasi,Somasi,Critical,Critical,31860000.0,28674000.0,-0.05839999999999998,30,False,False
CTR-00245-2,CUST-00245,2026-08-01,2026-08-31,Won't Pay,Cannot Pay,0.2138,0.3695,208,238,Somasi,Visit,Critical,Critical,24240000.0,22725000.0,0.1557,30,True,True
CTR-00246-1,CUST-00246,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.267,0.1971,194,224,Somasi,Somasi,Critical,Critical,19920000.0,19920000.0,-0.06990000000000002,30,False,False
CTR-00247-1,CUST-00247,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.1911,0.6951,688,718,Visit,Deskcoll,High,Low,3655000.0,3655000.0,0.504,30,True,True
CTR-00248-1,CUST-00248,2026-08-01,2026-08-31,Can Pay,Can Pay,0.1525,0.1183,0,22,Deskcoll,Deskcoll,Low,Low,3670000.0,3670000.0,-0.034199999999999994,22,False,False
CTR-00248-2,CUST-00248,2026-08-01,2026-08-31,Can Pay,Can Pay,0.198,0.2175,159,189,Deskcoll,Deskcoll,Medium,Medium,12529000.0,11792000.0,0.01949999999999999,30,False,False
CTR-00249-1,CUST-00249,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.4988,0.9353,288,318,Visit,Deskcoll,Critical,High,63180000.0,63180000.0,0.4365,30,True,True
CTR-00250-1,CUST-00250,2026-08-01,2026-08-31,Can Pay,Can Pay,0.7866,0.7479,370,400,Visit,Visit,Medium,Low,5170000.0,4935000.0,-0.03869999999999996,30,False,False
CTR-00251-1,CUST-00251,2026-08-01,2026-08-31,Can Pay,Cannot Pay,0.5821,0.4263,247,277,Deskcoll,Visit,Medium,High,12316000.0,9237000.0,-0.15579999999999994,30,True,True
CTR-00252-1,CUST-00252,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.3693,0.3138,412,442,Visit,Visit,Critical,Critical,86835000.0,86835000.0,-0.055499999999999994,30,False,False
CTR-00252-2,CUST-00252,2026-08-01,2026-08-31,Can Pay,Can Pay,0.8414,0.832,193,223,Deskcoll,Deskcoll,High,High,24507000.0,24507000.0,-0.009400000000000075,30,False,False
CTR-00252-3,CUST-00252,2026-08-01,2026-08-31,Can Pay,Won't Pay,0.5091,0.2295,292,322,Deskcoll,Pickup,High,Critical,62544000.0,62544000.0,-0.27959999999999996,30,True,True
CTR-00253-1,CUST-00253,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.4271,0.3758,716,746,Visit,Visit,Critical,Critical,21042000.0,21042000.0,-0.05129999999999996,30,False,False
CTR-00253-2,CUST-00253,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.115,0.7152,185,215,Somasi,Deskcoll,Critical,Medium,18702000.0,18702000.0,0.6002,30,True,True
CTR-00254-1,CUST-00254,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1415,0.2456,417,447,Somasi,Somasi,Critical,Critical,6951000.0,6951000.0,0.10410000000000003,30,False,False
CTR-00255-1,CUST-00255,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0272,0.0379,204,234,Somasi,Somasi,Critical,Critical,77014000.0,77014000.0,0.010700000000000005,30,False,False
CTR-00256-1,CUST-00256,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.4828,0.5624,165,195,Visit,Deskcoll,Critical,High,29080000.0,25445000.0,0.0796,30,True,True
CTR-00257-1,CUST-00257,2026-08-01,2026-08-31,Can Pay,Can Pay,0.6741,0.6867,205,235,Deskcoll,Deskcoll,High,Medium,25132000.0,18849000.0,0.012599999999999945,30,False,False
CTR-00257-2,CUST-00257,2026-08-01,2026-08-31,Can Pay,Can Pay,0.5101,0.5105,492,522,Deskcoll,Deskcoll,Medium,Medium,19016000.0,16639000.0,0.00039999999999995595,30,False,False
CTR-00258-1,CUST-00258,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3921,0.2725,193,223,Visit,Pickup,Critical,Critical,22988000.0,22988000.0,-0.11959999999999998,30,True,True
CTR-00258-2,CUST-00258,2026-08-01,2026-08-31,Can Pay,Cannot Pay,0.8273,0.4893,263,293,Deskcoll,Visit,Medium,High,12454000.0,12454000.0,-0.338,30,True,True
CTR-00260-1,CUST-00260,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3145,0.1913,524,554,Visit,Visit,Medium,High,4620000.0,3850000.0,-0.1232,30,True,False
CTR-00261-1,CUST-00261,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1844,0.0628,386,416,Somasi,Somasi,Critical,Critical,9807000.0,9807000.0,-0.12160000000000001,30,False,False
CTR-00262-1,CUST-00262,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.4922,0.3394,384,414,Visit,Visit,High,High,10120000.0,10120000.0,-0.15280000000000005,30,False,False
CTR-00262-2,CUST-00262,2026-08-01,2026-08-31,Can Pay,Cannot Pay,0.6363,0.4792,130,160,Deskcoll,Visit,Medium,Critical,9590000.0,7672000.0,-0.15709999999999996,30,True,True
CTR-00263-1,CUST-00263,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0233,0.063,308,338,Visit,Visit,Critical,High,2680000.0,2680000.0,0.0397,30,False,False
CTR-00264-1,CUST-00264,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3378,0.1892,67,97,Visit,Somasi,High,Critical,9251000.0,8932000.0,-0.14859999999999998,30,True,True
CTR-00265-1,CUST-00265,2026-08-01,2026-08-31,Can Pay,Can Pay,0.6285,0.7856,233,263,Deskcoll,Deskcoll,High,Medium,20647000.0,18770000.0,0.15710000000000002,30,False,False
CTR-00266-1,CUST-00266,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.066,0.1274,509,539,Somasi,Somasi,Critical,Critical,63690000.0,63690000.0,0.06140000000000001,30,False,False
CTR-00267-1,CUST-00267,2026-08-01,2026-08-31,Can Pay,Can Pay,0.3821,0.4339,356,386,Visit,Visit,Medium,Medium,11727000.0,10424000.0,0.05180000000000001,30,False,False
CTR-00268-1,CUST-00268,2026-08-01,2026-08-31,Won't Pay,Cannot Pay,0.0724,0.3957,349,379,Somasi,Visit,Critical,High,5733000.0,5292000.0,0.3233,30,True,True
CTR-00269-1,CUST-00269,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0167,0.0248,537,567,Somasi,Somasi,Critical,Critical,11616000.0,11616000.0,0.0081,30,False,False
CTR-00270-1,CUST-00270,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0062,0.0102,495,525,Somasi,Somasi,Critical,Critical,11110000.0,11110000.0,0.004000000000000001,30,False,False
CTR-00271-1,CUST-00271,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.4392,0.474,552,582,Visit,Visit,Critical,Critical,23777000.0,21948000.0,0.0348,30,False,False
CTR-00272-1,CUST-00272,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.174,0.7802,234,264,Somasi,Visit,Critical,Medium,7616000.0,7616000.0,0.6062000000000001,30,True,True
CTR-00273-1,CUST-00273,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3217,0.1631,333,363,Visit,Visit,Medium,High,3480000.0,2320000.0,-0.1586,30,True,False
CTR-00273-2,CUST-00273,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0709,0.0705,449,479,Somasi,Somasi,Critical,Critical,13833000.0,13833000.0,-0.00040000000000001146,30,False,False
CTR-00273-3,CUST-00273,2026-08-01,2026-08-31,Can Pay,Can Pay,0.5682,0.659,262,292,Deskcoll,Deskcoll,Medium,Medium,7350000.0,7350000.0,0.09079999999999999,30,False,False
CTR-00274-1,CUST-00274,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.2057,0.5775,189,219,Somasi,Visit,Critical,High,29694000.0,29694000.0,0.3718,30,True,True
CTR-00275-1,CUST-00275,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.3003,0.4173,382,412,Visit,Visit,Medium,Medium,3300000.0,2200000.0,0.11699999999999999,30,False,False
CTR-00275-2,CUST-00275,2026-08-01,2026-08-31,Can Pay,Can Pay,0.8297,0.8149,295,325,Deskcoll,Deskcoll,High,High,26584000.0,26584000.0,-0.014800000000000035,30,False,False
CTR-00276-1,CUST-00276,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2083,0.1739,603,633,Visit,Visit,Critical,Critical,3740000.0,3740000.0,-0.034400000000000014,30,False,False
CTR-00277-1,CUST-00277,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.3796,0.5024,195,225,Visit,Deskcoll,Critical,High,22992000.0,20118000.0,0.12279999999999996,30,True,True
CTR-00277-2,CUST-00277,2026-08-01,2026-08-31,Can Pay,Can Pay,0.8226,0.9205,373,403,Deskcoll,Deskcoll,Medium,Medium,19290000.0,19290000.0,0.09789999999999999,30,False,False
CTR-00277-3,CUST-00277,2026-08-01,2026-08-31,Can Pay,Can Pay,0.9219,0.8682,296,326,Deskcoll,Deskcoll,Medium,Medium,8370000.0,8370000.0,-0.05370000000000008,30,False,False
CTR-00278-1,CUST-00278,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.4421,0.3114,254,284,Visit,Visit,High,High,9894000.0,9312000.0,-0.13069999999999998,30,False,False
CTR-00279-1,CUST-00279,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.4966,0.8757,79,109,Deskcoll,Deskcoll,Critical,High,42966000.0,42966000.0,0.37910000000000005,30,True,False
CTR-00280-1,CUST-00280,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1396,0.1301,321,351,Visit,Visit,High,High,4818000.0,4818000.0,-0.009500000000000008,30,False,False
CTR-00281-1,CUST-00281,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0643,0.0329,254,284,Somasi,Somasi,Critical,Critical,7072000.0,7072000.0,-0.0314,30,False,False
CTR-00282-1,CUST-00282,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.156,0.1844,283,313,Somasi,Somasi,Critical,Critical,13872000.0,13872000.0,0.02840000000000001,30,False,False
CTR-00283-1,CUST-00283,2026-08-01,2026-08-31,Can Pay,Can Pay,0.6395,0.5003,244,274,Deskcoll,Deskcoll,High,High,33137000.0,30588000.0,-0.1392,30,False,False
CTR-00283-2,CUST-00283,2026-08-01,2026-08-31,Can Pay,Can Pay,0.6151,0.7785,156,186,Deskcoll,Deskcoll,High,High,46412000.0,34809000.0,0.1634,30,False,False
CTR-00285-1,CUST-00285,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2272,0.1714,455,485,Pickup,Pickup,Critical,Critical,24440000.0,24440000.0,-0.055800000000000016,30,False,False
CTR-00285-2,CUST-00285,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.3245,0.3497,228,258,Visit,Visit,Critical,Critical,56115000.0,56115000.0,0.0252,30,False,False
CTR-00286-1,CUST-00286,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0656,0.2217,107,137,Visit,Visit,Critical,Critical,3688000.0,3688000.0,0.15610000000000002,30,False,False
